Calendar Year,Fishery,Species Category,Species (or group),Number of vessels with observer data ,Observed Mortalities (number),Observed Live Releases,Number of sets observed,Observed Interactions (number),Observed Interaction Rate (per set),Observed Mortality rate (per set),LATITUDE (5° cell),LONGITUDE (5° cell)
2013,S,MAM,BALEEN WHALES NEI,29,0,1,281,1,0.003558719,0,-7.5,-167.5
2013,S,MAM,BALEEN WHALES NEI,97,0,5,699,5,0.007153076,0,-7.5,157.5
2013,S,MAM,BALEEN WHALES NEI,56,0,2,357,2,0.005602241,0,-7.5,177.5
2013,S,MAM,BALEEN WHALES NEI,113,0,2,795,2,0.002515723,0,-2.5,147.5
2013,S,MAM,BALEEN WHALES NEI,162,0,9,2462,9,0.003655565,0,-2.5,152.5
2013,S,MAM,BALEEN WHALES NEI,171,0,2,5724,2,0.000349406,0,-2.5,157.5
2013,S,MAM,BALEEN WHALES NEI,129,0,1,1589,1,0.000629327,0,-2.5,172.5
2013,S,MAM,BALEEN WHALES NEI,93,0,1,838,1,0.001193317,0,-2.5,177.5
2013,S,MAM,BALEEN WHALES NEI,80,0,1,451,1,0.002217295,0,2.5,172.5
2014,S,MAM,BALEEN WHALES NEI,88,0,2,907,2,0.002205072,0,-7.5,-177.5
2014,S,MAM,BALEEN WHALES NEI,93,1,0,858,1,0.001165501,0.001165501,-2.5,152.5
2014,S,MAM,BALEEN WHALES NEI,114,0,1,1135,1,0.000881057,0,-2.5,157.5
2014,S,MAM,BALEEN WHALES NEI,149,0,7,2653,7,0.002638522,0,-2.5,177.5
2014,S,MAM,BALEEN WHALES NEI,136,0,10,3862,10,0.002589332,0,2.5,167.5
2014,S,MAM,BALEEN WHALES NEI,134,0,1,2569,1,0.000389257,0,2.5,172.5
2014,S,MAM,BALEEN WHALES NEI,36,0,2,88,2,0.022727273,0,7.5,157.5
2015,S,MAM,BALEEN WHALES NEI,76,0,4,943,4,0.004241782,0,-7.5,-162.5
2015,S,MAM,BALEEN WHALES NEI,54,0,2,535,2,0.003738318,0,-2.5,-172.5
2015,S,MAM,BALEEN WHALES NEI,84,0,1,481,1,0.002079002,0,-2.5,162.5
2015,S,MAM,BALEEN WHALES NEI,145,0,5,1619,5,0.003088326,0,2.5,162.5
2015,S,MAM,BALEEN WHALES NEI,155,0,1,2102,1,0.000475737,0,2.5,167.5
2016,S,MAM,BALEEN WHALES NEI,150,0,3,2513,3,0.001193792,0,-2.5,167.5
2016,S,MAM,BALEEN WHALES NEI,125,0,1,1221,1,0.000819001,0,2.5,157.5
2017,S,MAM,BALEEN WHALES NEI,78,0,1,993,1,0.001007049,0,-7.5,152.5
2017,S,MAM,BALEEN WHALES NEI,133,0,0,2586,1,0.000386698,0,-2.5,177.5
2017,S,MAM,BALEEN WHALES NEI,128,0,0,1360,1,0.000735294,0,2.5,152.5
2017,S,MAM,BALEEN WHALES NEI,123,0,0,1177,2,0.001699235,0,2.5,157.5
2017,S,MAM,BALEEN WHALES NEI,23,0,3,93,3,0.032258065,0,7.5,132.5
2018,S,MAM,BALEEN WHALES NEI,143,0,3,4611,3,0.000650618,0,-2.5,167.5
2019,S,MAM,BALEEN WHALES NEI,121,0,1,1799,1,0.000555864,0,-2.5,157.5
2019,S,MAM,BALEEN WHALES NEI,144,0,1,2620,1,0.000381679,0,-2.5,167.5
2019,S,MAM,BALEEN WHALES NEI,119,0,1,1481,1,0.000675219,0,2.5,152.5
2019,S,MAM,BALEEN WHALES NEI,101,0,1,780,1,0.001282051,0,2.5,157.5
2019,S,MAM,BALEEN WHALES NEI,112,0,1,796,1,0.001256281,0,2.5,162.5
2020,S,MAM,BALEEN WHALES NEI,40,0,1,159,1,0.006289308,0,-7.5,157.5
2020,S,MAM,BALEEN WHALES NEI,36,0,3,456,3,0.006578947,0,-2.5,147.5
2020,S,MAM,BALEEN WHALES NEI,70,0,2,554,2,0.003610108,0,-2.5,152.5
2021,S,MAM,BALEEN WHALES NEI,16,0,5,123,5,0.040650407,0,-2.5,152.5
2021,S,MAM,BALEEN WHALES NEI,6,0,1,80,1,0.0125,0,-2.5,177.5
2023,S,MAM,BALEEN WHALES NEI,84,0,1,1288,1,0.000776398,0,-2.5,-167.5
2023,S,MAM,BALEEN WHALES NEI,109,0,1,1181,1,0.00084674,0,-2.5,157.5
2013,S,MAM,BEAKED WHALES NEI,171,0,4,5724,14,0.002445842,0,-2.5,157.5
2013,S,MAM,BEAKED WHALES NEI,129,0,3,1589,3,0.00188798,0,-2.5,172.5
2014,S,MAM,BEAKED WHALES NEI,114,0,2,1135,2,0.001762115,0,-2.5,157.5
2014,S,MAM,BEAKED WHALES NEI,136,0,1,3862,1,0.000258933,0,2.5,167.5
2015,S,MAM,BEAKED WHALES NEI,54,0,4,535,4,0.007476636,0,-2.5,-172.5
2015,S,MAM,BEAKED WHALES NEI,58,0,11,481,11,0.022869023,0,2.5,147.5
2015,S,MAM,BEAKED WHALES NEI,137,0,0,1270,1,0.000787402,0,2.5,172.5
2016,S,MAM,BEAKED WHALES NEI,88,0,2,738,2,0.002710027,0,-7.5,-177.5
2016,S,MAM,BEAKED WHALES NEI,108,0,1,1173,1,0.000852515,0,2.5,152.5
2017,S,MAM,BEAKED WHALES NEI,127,0,0,1477,1,0.000677048,0,-2.5,152.5
2017,S,MAM,BEAKED WHALES NEI,121,0,4,753,4,0.005312085,0,-2.5,162.5
